Id_Ubigueo_Inei,Id_Ubigueo_Reniec,Departamento,Provincia,Distrito,Codigo_Departamento_Inei,Codigo_Provincia_Inei,Codigo_Distrito_Inei,Codigo_Departamento_Reniec,Codigo_Provincia_Reniec,Codigo_Distrito_Reniec
081211,071211,CUSCO,QUISPICANCHI,OROPESA,08,12,11,07,12,11
081212,071212,CUSCO,QUISPICANCHI,QUIQUIJANA,08,12,12,07,12,12
081301,071301,CUSCO,URUBAMBA,URUBAMBA,08,13,01,07,13,01
081302,071302,CUSCO,URUBAMBA,CHINCHERO,08,13,02,07,13,02
081303,071303,CUSCO,URUBAMBA,HUAYLLABAMBA,08,13,03,07,13,03
081304,071304,CUSCO,URUBAMBA,MACHUPICCHU,08,13,04,07,13,04
081305,071305,CUSCO,URUBAMBA,MARAS,08,13,05,07,13,05
081306,071306,CUSCO,URUBAMBA,OLLANTAYTAMBO,08,13,06,07,13,06
081307,071307,CUSCO,URUBAMBA,YUCAY,08,13,07,07,13,07
090101,080101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,09,01,01,08,01,01
090102,080102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,09,01,02,08,01,02
090103,080103,HUANCAVELICA,HUANCAVELICA,ACORIA,09,01,03,08,01,03
090104,080104,HUANCAVELICA,HUANCAVELICA,CONAYCA,09,01,04,08,01,04
090105,080105,HUANCAVELICA,HUANCAVELICA,CUENCA,09,01,05,08,01,05
090106,080106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,09,01,06,08,01,06
090107,080108,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,09,01,07,08,01,08
090108,080109,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,09,01,08,08,01,09
090109,080110,HUANCAVELICA,HUANCAVELICA,LARIA,09,01,09,08,01,10
090110,080111,HUANCAVELICA,HUANCAVELICA,MANTA,09,01,10,08,01,11
090111,080112,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,09,01,11,08,01,12
090112,080113,HUANCAVELICA,HUANCAVELICA,MOYA,09,01,12,08,01,13
090113,080114,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,09,01,13,08,01,14
090114,080115,HUANCAVELICA,HUANCAVELICA,PALCA,09,01,14,08,01,15
090115,080116,HUANCAVELICA,HUANCAVELICA,PILCHACA,09,01,15,08,01,16
090116,080117,HUANCAVELICA,HUANCAVELICA,VILCA,09,01,16,08,01,17
090117,080118,HUANCAVELICA,HUANCAVELICA,YAULI,09,01,17,08,01,18
090118,080119,HUANCAVELICA,HUANCAVELICA,ASCENSION,09,01,18,08,01,19
090119,080120,HUANCAVELICA,HUANCAVELICA,HUANDO,09,01,19,08,01,20
090201,080201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,09,02,01,08,02,01
090203,080202,HUANCAVELICA,ACOBAMBA,ANTA,09,02,03,08,02,02
090202,080203,HUANCAVELICA,ACOBAMBA,ANDABAMBA,09,02,02,08,02,03
090204,080204,HUANCAVELICA,ACOBAMBA,CAJA,09,02,04,08,02,04
090205,080205,HUANCAVELICA,ACOBAMBA,MARCAS,09,02,05,08,02,05
090206,080206,HUANCAVELICA,ACOBAMBA,PAUCARA,09,02,06,08,02,06
090207,080207,HUANCAVELICA,ACOBAMBA,POMACOCHA,09,02,07,08,02,07
090208,080208,HUANCAVELICA,ACOBAMBA,ROSARIO,09,02,08,08,02,08
090301,080301,HUANCAVELICA,ANGARAES,LIRCAY,09,03,01,08,03,01
090302,080302,HUANCAVELICA,ANGARAES,ANCHONGA,09,03,02,08,03,02
090303,080303,HUANCAVELICA,ANGARAES,CALLANMARCA,09,03,03,08,03,03
090306,080304,HUANCAVELICA,ANGARAES,CONGALLA,09,03,06,08,03,04
090305,080305,HUANCAVELICA,ANGARAES,CHINCHO,09,03,05,08,03,05
090308,080306,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,09,03,08,08,03,06
090307,080307,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,09,03,07,08,03,07
090309,080308,HUANCAVELICA,ANGARAES,JULCAMARCA,09,03,09,08,03,08
090310,080309,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,09,03,10,08,03,09
090311,080310,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,09,03,11,08,03,10
090312,080311,HUANCAVELICA,ANGARAES,SECCLLA,09,03,12,08,03,11
090304,080312,HUANCAVELICA,ANGARAES,CCOCHACCASA,09,03,04,08,03,12
090401,080401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,09,04,01,08,04,01
090402,080402,HUANCAVELICA,CASTROVIRREYNA,ARMA,09,04,02,08,04,02
090403,080403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,09,04,03,08,04,03
090404,080405,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,09,04,04,08,04,05
090406,080406,HUANCAVELICA,CASTROVIRREYNA,COCAS,09,04,06,08,04,06
090405,080408,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,09,04,05,08,04,08
090407,080409,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,09,04,07,08,04,09
090408,080410,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,09,04,08,08,04,10
090409,080414,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,09,04,09,08,04,14
090410,080422,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,09,04,10,08,04,22
090412,080427,HUANCAVELICA,CASTROVIRREYNA,TANTARA,09,04,12,08,04,27
090413,080428,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,09,04,13,08,04,28
090411,080429,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,09,04,11,08,04,29
090701,080501,HUANCAVELICA,TAYACAJA,PAMPAS,09,07,01,08,05,01
090702,080502,HUANCAVELICA,TAYACAJA,ACOSTAMBO,09,07,02,08,05,02
090703,080503,HUANCAVELICA,TAYACAJA,ACRAQUIA,09,07,03,08,05,03
090704,080504,HUANCAVELICA,TAYACAJA,AHUAYCHA,09,07,04,08,05,04
090705,080506,HUANCAVELICA,TAYACAJA,COLCABAMBA,09,07,05,08,05,06
090706,080509,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,09,07,06,08,05,09
090707,080511,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,09,07,07,08,05,11
090709,080512,HUANCAVELICA,TAYACAJA,HUARIBAMBA,09,07,09,08,05,12
090710,080515,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,09,07,10,08,05,15
090711,080517,HUANCAVELICA,TAYACAJA,PAZOS,09,07,11,08,05,17
090713,080518,HUANCAVELICA,TAYACAJA,QUISHUAR,09,07,13,08,05,18
090714,080519,HUANCAVELICA,TAYACAJA,SALCABAMBA,09,07,14,08,05,19
090716,080520,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,09,07,16,08,05,20
090717,080523,HUANCAVELICA,TAYACAJA,SURCUBAMBA,09,07,17,08,05,23
090718,080525,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,09,07,18,08,05,25
090715,080526,HUANCAVELICA,TAYACAJA,SALCAHUASI,09,07,15,08,05,26
090719,080528,HUANCAVELICA,TAYACAJA,QUICHUAS,09,07,19,08,05,28
090720,080529,HUANCAVELICA,TAYACAJA,ANDAYMARCA,09,07,20,08,05,29
090721,080530,HUANCAVELICA,TAYACAJA,ROBLE,09,07,21,08,05,30
090722,080531,HUANCAVELICA,TAYACAJA,PICHOS,09,07,22,08,05,31
090723,080532,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,09,07,23,08,05,30
090602,080601,HUANCAVELICA,HUAYTARA,AYAVI,09,06,02,08,06,01
090603,080602,HUANCAVELICA,HUAYTARA,CORDOVA,09,06,03,08,06,02
090604,080603,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,09,06,04,08,06,03
090601,080604,HUANCAVELICA,HUAYTARA,HUAYTARA,09,06,01,08,06,04
090605,080605,HUANCAVELICA,HUAYTARA,LARAMARCA,09,06,05,08,06,05
090606,080606,HUANCAVELICA,HUAYTARA,OCOYO,09,06,06,08,06,06
090607,080607,HUANCAVELICA,HUAYTARA,PILPICHACA,09,06,07,08,06,07
090608,080608,HUANCAVELICA,HUAYTARA,QUERCO,09,06,08,08,06,08
090609,080609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,09,06,09,08,06,09
090610,080610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,09,06,10,08,06,10
090611,080611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,09,06,11,08,06,11
090612,080612,HUANCAVELICA,HUAYTARA,SAN ISIDRO,09,06,12,08,06,12
090613,080613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,09,06,13,08,06,13
090614,080614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,09,06,14,08,06,14
090615,080615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,09,06,15,08,06,15
090616,080616,HUANCAVELICA,HUAYTARA,TAMBO,09,06,16,08,06,16
090501,080701,HUANCAVELICA,CHURCAMPA,CHURCAMPA,09,05,01,08,07,01
090502,080702,HUANCAVELICA,CHURCAMPA,ANCO,09,05,02,08,07,02
090503,080703,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,09,05,03,08,07,03
090504,080704,HUANCAVELICA,CHURCAMPA,EL CARMEN,09,05,04,08,07,04
090505,080705,HUANCAVELICA,CHURCAMPA,LA MERCED,09,05,05,08,07,05
090506,080706,HUANCAVELICA,CHURCAMPA,LOCROJA,09,05,06,08,07,06
090507,080707,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,09,05,07,08,07,07
090508,080708,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,09,05,08,08,07,08
090509,080709,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,09,05,09,08,07,09
090510,080710,HUANCAVELICA,CHURCAMPA,PACHAMARCA,09,05,10,08,07,10
090511,080711,HUANCAVELICA,CHURCAMPA,COSME,09,05,11,08,07,11
100101,090101,HUANUCO,HUANUCO,HUANUCO,10,01,01,09,01,01
100103,090102,HUANUCO,HUANUCO,CHINCHAO,10,01,03,09,01,02
100104,090103,HUANUCO,HUANUCO,CHURUBAMBA,10,01,04,09,01,03
100105,090104,HUANUCO,HUANUCO,MARGOS,10,01,05,09,01,04
100106,090105,HUANUCO,HUANUCO,QUISQUI,10,01,06,09,01,05
100107,090106,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,10,01,07,09,01,06
100108,090107,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,10,01,08,09,01,07
100109,090108,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,10,01,09,09,01,08
100110,090109,HUANUCO,HUANUCO,YARUMAYO,10,01,10,09,01,09
100102,090110,HUANUCO,HUANUCO,AMARILIS,10,01,02,09,01,10
100111,090111,HUANUCO,HUANUCO,PILLCO MARCA,10,01,11,09,01,11
100112,090112,HUANUCO,HUANUCO,YACUS,10,01,12,09,01,12
100113,090113,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,10,01,13,09,01,13
100201,090201,HUANUCO,AMBO,AMBO,10,02,01,09,02,01
100202,090202,HUANUCO,AMBO,CAYNA,10,02,02,09,02,02
100203,090203,HUANUCO,AMBO,COLPAS,10,02,03,09,02,03
100204,090204,HUANUCO,AMBO,CONCHAMARCA,10,02,04,09,02,04
100205,090205,HUANUCO,AMBO,HUACAR,10,02,05,09,02,05
100206,090206,HUANUCO,AMBO,SAN FRANCISCO,10,02,06,09,02,06
100207,090207,HUANUCO,AMBO,SAN RAFAEL,10,02,07,09,02,07
100208,090208,HUANUCO,AMBO,TOMAY KICHWA,10,02,08,09,02,08
100301,090301,HUANUCO,DOS DE MAYO,LA UNION,10,03,01,09,03,01
100307,090307,HUANUCO,DOS DE MAYO,CHUQUIS,10,03,07,09,03,07
100311,090312,HUANUCO,DOS DE MAYO,MARIAS,10,03,11,09,03,12
100313,090314,HUANUCO,DOS DE MAYO,PACHAS,10,03,13,09,03,14
100316,090316,HUANUCO,DOS DE MAYO,QUIVILLA,10,03,16,09,03,16
100317,090317,HUANUCO,DOS DE MAYO,RIPAN,10,03,17,09,03,17
100321,090321,HUANUCO,DOS DE MAYO,SHUNQUI,10,03,21,09,03,21
100322,090322,HUANUCO,DOS DE MAYO,SILLAPATA,10,03,22,09,03,22
100323,090323,HUANUCO,DOS DE MAYO,YANAS,10,03,23,09,03,23
100501,090401,HUANUCO,HUAMALIES,LLATA,10,05,01,09,04,01
100502,090402,HUANUCO,HUAMALIES,ARANCAY,10,05,02,09,04,02
100503,090403,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,10,05,03,09,04,03
100504,090404,HUANUCO,HUAMALIES,JACAS GRANDE,10,05,04,09,04,04
100505,090405,HUANUCO,HUAMALIES,JIRCAN,10,05,05,09,04,05
100506,090406,HUANUCO,HUAMALIES,MIRAFLORES,10,05,06,09,04,06
100507,090407,HUANUCO,HUAMALIES,MONZON,10,05,07,09,04,07
100508,090408,HUANUCO,HUAMALIES,PUNCHAO,10,05,08,09,04,08
100509,090409,HUANUCO,HUAMALIES,PUÑOS,10,05,09,09,04,09
100510,090410,HUANUCO,HUAMALIES,SINGA,10,05,10,09,04,10
100511,090411,HUANUCO,HUAMALIES,TANTAMAYO,10,05,11,09,04,11
100701,090501,HUANUCO,MARAÑON,HUACRACHUCO,10,07,01,09,05,01
100702,090502,HUANUCO,MARAÑON,CHOLON,10,07,02,09,05,02
100703,090505,HUANUCO,MARAÑON,SAN BUENAVENTURA,10,07,03,09,05,05
100704,090506,HUANUCO,MARAÑON,LA MORADA,10,07,04,09,05,06
100705,090507,HUANUCO,MARAÑON,SANTA ROSA DE ALTO YANAJANCA,10,07,05,09,05,07
100601,090601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,10,06,01,09,06,01
100602,090602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,10,06,02,09,06,02
100603,090603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,10,06,03,09,06,03
100605,090604,HUANUCO,LEONCIO PRADO,LUYANDO,10,06,05,09,06,04
100606,090605,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,10,06,06,09,06,05
100604,090606,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,10,06,04,09,06,06
100607,090607,HUANUCO,LEONCIO PRADO,PUCAYACU,10,06,07,09,06,07
100608,090608,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,10,06,08,09,06,08
100609,090609,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,10,06,09,09,06,09
100610,090610,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,10,06,10,09,06,10
100801,090701,HUANUCO,PACHITEA,PANAO,10,08,01,09,07,01
100802,090702,HUANUCO,PACHITEA,CHAGLLA,10,08,02,09,07,02
100803,090704,HUANUCO,PACHITEA,MOLINO,10,08,03,09,07,04
100804,090706,HUANUCO,PACHITEA,UMARI,10,08,04,09,07,06
100903,090801,HUANUCO,PUERTO INCA,HONORIA,10,09,03,09,08,01
100901,090802,HUANUCO,PUERTO INCA,PUERTO INCA,10,09,01,09,08,02
100902,090803,HUANUCO,PUERTO INCA,CODO DEL POZUZO,10,09,02,09,08,03
100904,090804,HUANUCO,PUERTO INCA,TOURNAVISTA,10,09,04,09,08,04
100905,090805,HUANUCO,PUERTO INCA,YUYAPICHIS,10,09,05,09,08,05
100401,090901,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,10,04,01,09,09,01
100404,090902,HUANUCO,HUACAYBAMBA,PINRA,10,04,04,09,09,02
100402,090903,HUANUCO,HUACAYBAMBA,CANCHABAMBA,10,04,02,09,09,03
100403,090904,HUANUCO,HUACAYBAMBA,COCHABAMBA,10,04,03,09,09,04
101001,091001,HUANUCO,LAURICOCHA,JESUS,10,10,01,09,10,01
101002,091002,HUANUCO,LAURICOCHA,BAÑOS,10,10,02,09,10,02
101006,091003,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,10,10,06,09,10,03
101004,091004,HUANUCO,LAURICOCHA,QUEROPALCA,10,10,04,09,10,04
101007,091005,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,10,10,07,09,10,05
101005,091006,HUANUCO,LAURICOCHA,RONDOS,10,10,05,09,10,06
101003,091007,HUANUCO,LAURICOCHA,JIVIA,10,10,03,09,10,07
101101,091101,HUANUCO,YAROWILCA,CHAVINILLO,10,11,01,09,11,01
101104,091102,HUANUCO,YAROWILCA,APARICIO POMARES,10,11,04,09,11,02
101102,091103,HUANUCO,YAROWILCA,CAHUAC,10,11,02,09,11,03
101103,091104,HUANUCO,YAROWILCA,CHACABAMBA,10,11,03,09,11,04
101105,091105,HUANUCO,YAROWILCA,JACAS CHICO,10,11,05,09,11,05
101106,091106,HUANUCO,YAROWILCA,OBAS,10,11,06,09,11,06
101107,091107,HUANUCO,YAROWILCA,PAMPAMARCA,10,11,07,09,11,07
101108,091108,HUANUCO,YAROWILCA,CHORAS,10,11,08,09,11,08
110101,100101,ICA,ICA,ICA,11,01,01,10,01,01
110102,100102,ICA,ICA,LA TINGUIÑA,11,01,02,10,01,02
110103,100103,ICA,ICA,LOS AQUIJES,11,01,03,10,01,03
110106,100104,ICA,ICA,PARCONA,11,01,06,10,01,04
110107,100105,ICA,ICA,PUEBLO NUEVO,11,01,07,10,01,05
110108,100106,ICA,ICA,SALAS,11,01,08,10,01,06
110109,100107,ICA,ICA,SAN JOSE DE LOS MOLINOS,11,01,09,10,01,07
110110,100108,ICA,ICA,SAN JUAN BAUTISTA,11,01,10,10,01,08
110111,100109,ICA,ICA,SANTIAGO,11,01,11,10,01,09
110112,100110,ICA,ICA,SUBTANJALLA,11,01,12,10,01,10
110114,100111,ICA,ICA,YAUCA DEL ROSARIO,11,01,14,10,01,11
110113,100112,ICA,ICA,TATE,11,01,13,10,01,12
110105,100113,ICA,ICA,PACHACUTEC,11,01,05,10,01,13
110104,100114,ICA,ICA,OCUCAJE,11,01,04,10,01,14
110201,100201,ICA,CHINCHA,CHINCHA ALTA,11,02,01,10,02,01
110203,100202,ICA,CHINCHA,CHAVIN,11,02,03,10,02,02
110204,100203,ICA,CHINCHA,CHINCHA BAJA,11,02,04,10,02,03
110205,100204,ICA,CHINCHA,EL CARMEN,11,02,05,10,02,04
110206,100205,ICA,CHINCHA,GROCIO PRADO,11,02,06,10,02,05
110209,100206,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,11,02,09,10,02,06
110210,100207,ICA,CHINCHA,SUNAMPE,11,02,10,10,02,07
110211,100208,ICA,CHINCHA,TAMBO DE MORA,11,02,11,10,02,08
110202,100209,ICA,CHINCHA,ALTO LARAN,11,02,02,10,02,09
110207,100210,ICA,CHINCHA,PUEBLO NUEVO,11,02,07,10,02,10
110208,100211,ICA,CHINCHA,SAN JUAN DE YANAC,11,02,08,10,02,11
110301,100301,ICA,NAZCA,NAZCA,11,03,01,10,03,01
110302,100302,ICA,NAZCA,CHANGUILLO,11,03,02,10,03,02
110303,100303,ICA,NAZCA,EL INGENIO,11,03,03,10,03,03
110304,100304,ICA,NAZCA,MARCONA,11,03,04,10,03,04
110305,100305,ICA,NAZCA,VISTA ALEGRE,11,03,05,10,03,05
110501,100401,ICA,PISCO,PISCO,11,05,01,10,04,01
110502,100402,ICA,PISCO,HUANCANO,11,05,02,10,04,02
110503,100403,ICA,PISCO,HUMAY,11,05,03,10,04,03
110504,100404,ICA,PISCO,INDEPENDENCIA,11,05,04,10,04,04
110505,100405,ICA,PISCO,PARACAS,11,05,05,10,04,05
110506,100406,ICA,PISCO,SAN ANDRES,11,05,06,10,04,06
110507,100407,ICA,PISCO,SAN CLEMENTE,11,05,07,10,04,07
110508,100408,ICA,PISCO,TUPAC AMARU INCA,11,05,08,10,04,08
110401,100501,ICA,PALPA,PALPA,11,04,01,10,05,01
110402,100502,ICA,PALPA,LLIPATA,11,04,02,10,05,02
110403,100503,ICA,PALPA,RIO GRANDE,11,04,03,10,05,03
110404,100504,ICA,PALPA,SANTA CRUZ,11,04,04,10,05,04
110405,100505,ICA,PALPA,TIBILLO,11,04,05,10,05,05
120101,110101,JUNIN,HUANCAYO,HUANCAYO,12,01,01,11,01,01
120104,110103,JUNIN,HUANCAYO,CARHUACALLANGA,12,01,04,11,01,03
120112,110104,JUNIN,HUANCAYO,COLCA,12,01,12,11,01,04
120113,110105,JUNIN,HUANCAYO,CULLHUAS,12,01,13,11,01,05
120105,110106,JUNIN,HUANCAYO,CHACAPAMPA,12,01,05,11,01,06
120106,110107,JUNIN,HUANCAYO,CHICCHE,12,01,06,11,01,07
120107,110108,JUNIN,HUANCAYO,CHILCA,12,01,07,11,01,08
120108,110109,JUNIN,HUANCAYO,CHONGOS ALTO,12,01,08,11,01,09
120111,110112,JUNIN,HUANCAYO,CHUPURO,12,01,11,11,01,12
120114,110113,JUNIN,HUANCAYO,EL TAMBO,12,01,14,11,01,13
120116,110114,JUNIN,HUANCAYO,HUACRAPUQUIO,12,01,16,11,01,14
120117,110116,JUNIN,HUANCAYO,HUALHUAS,12,01,17,11,01,16
120119,110118,JUNIN,HUANCAYO,HUANCAN,12,01,19,11,01,18
120120,110119,JUNIN,HUANCAYO,HUASICANCHA,12,01,20,11,01,19
120121,110120,JUNIN,HUANCAYO,HUAYUCACHI,12,01,21,11,01,20
120122,110121,JUNIN,HUANCAYO,INGENIO,12,01,22,11,01,21
120124,110122,JUNIN,HUANCAYO,PARIAHUANCA,12,01,24,11,01,22
120125,110123,JUNIN,HUANCAYO,PILCOMAYO,12,01,25,11,01,23
120126,110124,JUNIN,HUANCAYO,PUCARA,12,01,26,11,01,24
120127,110125,JUNIN,HUANCAYO,QUICHUAY,12,01,27,11,01,25
120128,110126,JUNIN,HUANCAYO,QUILCAS,12,01,28,11,01,26
120129,110127,JUNIN,HUANCAYO,SAN AGUSTIN,12,01,29,11,01,27
120130,110128,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,12,01,30,11,01,28
120135,110131,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,12,01,35,11,01,31
120132,110132,JUNIN,HUANCAYO,SAÑO,12,01,32,11,01,32
120133,110133,JUNIN,HUANCAYO,SAPALLANGA,12,01,33,11,01,33
120134,110134,JUNIN,HUANCAYO,SICAYA,12,01,34,11,01,34
120136,110136,JUNIN,HUANCAYO,VIQUES,12,01,36,11,01,36
120201,110201,JUNIN,CONCEPCION,CONCEPCION,12,02,01,11,02,01
120202,110202,JUNIN,CONCEPCION,ACO,12,02,02,11,02,02
120203,110203,JUNIN,CONCEPCION,ANDAMARCA,12,02,03,11,02,03
120206,110204,JUNIN,CONCEPCION,COMAS,12,02,06,11,02,04
120205,110205,JUNIN,CONCEPCION,COCHAS,12,02,05,11,02,05
120204,110206,JUNIN,CONCEPCION,CHAMBARA,12,02,04,11,02,06
120207,110207,JUNIN,CONCEPCION,HEROINAS TOLEDO,12,02,07,11,02,07
120208,110208,JUNIN,CONCEPCION,MANZANARES,12,02,08,11,02,08
120209,110209,JUNIN,CONCEPCION,MARISCAL CASTILLA,12,02,09,11,02,09
120210,110210,JUNIN,CONCEPCION,MATAHUASI,12,02,10,11,02,10
120211,110211,JUNIN,CONCEPCION,MITO,12,02,11,11,02,11
120212,110212,JUNIN,CONCEPCION,NUEVE DE JULIO,12,02,12,11,02,12
120213,110213,JUNIN,CONCEPCION,ORCOTUNA,12,02,13,11,02,13
120215,110214,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,12,02,15,11,02,14
120214,110215,JUNIN,CONCEPCION,SAN JOSE DE QUERO,12,02,14,11,02,15
120401,110301,JUNIN,JAUJA,JAUJA,12,04,01,11,03,01
120402,110302,JUNIN,JAUJA,ACOLLA,12,04,02,11,03,02
120403,110303,JUNIN,JAUJA,APATA,12,04,03,11,03,03
120404,110304,JUNIN,JAUJA,ATAURA,12,04,04,11,03,04
120405,110305,JUNIN,JAUJA,CANCHAYLLO,12,04,05,11,03,05
120407,110306,JUNIN,JAUJA,EL MANTARO,12,04,07,11,03,06
120408,110307,JUNIN,JAUJA,HUAMALI,12,04,08,11,03,07
120409,110308,JUNIN,JAUJA,HUARIPAMPA,12,04,09,11,03,08
120410,110309,JUNIN,JAUJA,HUERTAS,12,04,10,11,03,09
120411,110310,JUNIN,JAUJA,JANJAILLO,12,04,11,11,03,10
120412,110311,JUNIN,JAUJA,JULCAN,12,04,12,11,03,11
120413,110312,JUNIN,JAUJA,LEONOR ORDOÑEZ,12,04,13,11,03,12
120414,110313,JUNIN,JAUJA,LLOCLLAPAMPA,12,04,14,11,03,13
120415,110314,JUNIN,JAUJA,MARCO,12,04,15,11,03,14
120416,110315,JUNIN,JAUJA,MASMA,12,04,16,11,03,15
120418,110316,JUNIN,JAUJA,MOLINOS,12,04,18,11,03,16
120419,110317,JUNIN,JAUJA,MONOBAMBA,12,04,19,11,03,17
120420,110318,JUNIN,JAUJA,MUQUI,12,04,20,11,03,18
120421,110319,JUNIN,JAUJA,MUQUIYAUYO,12,04,21,11,03,19
120422,110320,JUNIN,JAUJA,PACA,12,04,22,11,03,20
120423,110321,JUNIN,JAUJA,PACCHA,12,04,23,11,03,21
120424,110322,JUNIN,JAUJA,PANCAN,12,04,24,11,03,22
120425,110323,JUNIN,JAUJA,PARCO,12,04,25,11,03,23
120426,110324,JUNIN,JAUJA,POMACANCHA,12,04,26,11,03,24
120427,110325,JUNIN,JAUJA,RICRAN,12,04,27,11,03,25
120428,110326,JUNIN,JAUJA,SAN LORENZO,12,04,28,11,03,26
120429,110327,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,12,04,29,11,03,27
120431,110328,JUNIN,JAUJA,SINCOS,12,04,31,11,03,28
120432,110329,JUNIN,JAUJA,TUNAN MARCA,12,04,32,11,03,29
120433,110330,JUNIN,JAUJA,YAULI,12,04,33,11,03,30
120406,110331,JUNIN,JAUJA,CURICACA,12,04,06,11,03,31
120417,110332,JUNIN,JAUJA,MASMA CHICCHE,12,04,17,11,03,32
120430,110333,JUNIN,JAUJA,SAUSA,12,04,30,11,03,33
120434,110334,JUNIN,JAUJA,YAUYOS,12,04,34,11,03,34
120501,110401,JUNIN,JUNIN,JUNIN,12,05,01,11,04,01
120502,110402,JUNIN,JUNIN,CARHUAMAYO,12,05,02,11,04,02
120503,110403,JUNIN,JUNIN,ONDORES,12,05,03,11,04,03
120504,110404,JUNIN,JUNIN,ULCUMAYO,12,05,04,11,04,04
120701,110501,JUNIN,TARMA,TARMA,12,07,01,11,05,01
120702,110502,JUNIN,TARMA,ACOBAMBA,12,07,02,11,05,02
120703,110503,JUNIN,TARMA,HUARICOLCA,12,07,03,11,05,03
120704,110504,JUNIN,TARMA,HUASAHUASI,12,07,04,11,05,04
120705,110505,JUNIN,TARMA,LA UNION,12,07,05,11,05,05
120706,110506,JUNIN,TARMA,PALCA,12,07,06,11,05,06
120707,110507,JUNIN,TARMA,PALCAMAYO,12,07,07,11,05,07
120708,110508,JUNIN,TARMA,SAN PEDRO DE CAJAS,12,07,08,11,05,08
120709,110509,JUNIN,TARMA,TAPO,12,07,09,11,05,09
120801,110601,JUNIN,YAULI,LA OROYA,12,08,01,11,06,01
120802,110602,JUNIN,YAULI,CHACAPALPA,12,08,02,11,06,02
120803,110603,JUNIN,YAULI,HUAY-HUAY,12,08,03,11,06,03
120804,110604,JUNIN,YAULI,MARCAPOMACOCHA,12,08,04,11,06,04
120805,110605,JUNIN,YAULI,MOROCOCHA,12,08,05,11,06,05
